time,kg1_obs_uri,kg1_entity,kg1_source_file,kg1_source_row,kg1_lat,kg1_long,kg2_obs_uri,kg2_entity,kg2_source_file,kg2_source_row,kg2_lat,kg2_long,lat_diff,long_diff,distance_score
2026-02-05T22:36:32+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223632Z_1,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,1,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223632Z_1,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,1,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:33+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223633Z_2,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,2,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223633Z_2,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,2,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:34+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223634Z_3,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,3,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223634Z_3,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,3,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:35+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223635Z_4,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,4,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223635Z_4,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,4,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:36+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223636Z_5,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,5,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223636Z_5,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,5,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:37+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223637Z_6,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,6,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223637Z_6,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,6,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:38+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223638Z_7,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,7,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223638Z_7,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,7,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:39+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223639Z_8,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,8,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223639Z_8,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,8,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:40+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223640Z_9,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,9,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223640Z_9,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,9,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:41+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223641Z_10,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,10,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223641Z_10,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,10,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:42+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223642Z_11,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,11,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223642Z_11,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,11,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:43+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223643Z_12,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,12,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223643Z_12,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,12,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:44+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223644Z_13,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,13,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223644Z_13,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,13,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:45+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223645Z_14,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,14,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223645Z_14,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,14,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:46+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223646Z_15,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,15,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223646Z_15,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,15,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:47+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223647Z_16,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,16,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223647Z_16,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,16,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:48+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223648Z_17,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,17,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223648Z_17,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,17,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:49+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223649Z_18,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,18,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223649Z_18,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,18,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:50+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223650Z_19,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,19,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223650Z_19,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,19,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:51+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223651Z_20,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,20,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223651Z_20,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,20,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:52+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223652Z_21,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,21,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223652Z_21,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,21,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:53+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223653Z_22,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,22,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223653Z_22,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,22,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:54+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223654Z_23,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,23,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223654Z_23,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,23,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:55+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223655Z_24,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,24,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223655Z_24,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,24,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:56+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223656Z_25,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,25,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223656Z_25,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,25,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:57+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223657Z_26,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,26,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223657Z_26,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,26,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:58+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223658Z_27,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,27,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223658Z_27,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,27,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:36:59+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223659Z_28,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,28,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223659Z_28,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,28,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:37:00+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223700Z_29,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,29,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223700Z_29,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,29,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:37:01+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223701Z_30,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,30,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223701Z_30,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,30,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:37:02+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223702Z_31,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,31,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223702Z_31,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,31,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:37:03+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223703Z_32,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,32,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223703Z_32,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,32,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:37:04+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223704Z_33,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,33,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223704Z_33,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,33,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:37:05+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223705Z_34,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,34,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223705Z_34,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,34,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:37:06+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223706Z_35,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,35,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223706Z_35,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,35,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:37:07+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223707Z_36,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,36,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223707Z_36,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,36,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:37:08+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223708Z_37,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,37,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223708Z_37,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,37,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:37:09+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223709Z_38,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,38,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223709Z_38,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,38,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:37:10+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223710Z_39,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,39,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223710Z_39,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,39,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:37:11+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223711Z_40,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,40,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223711Z_40,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,40,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:37:12+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223712Z_41,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,41,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223712Z_41,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,41,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:37:13+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223713Z_42,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,42,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223713Z_42,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,42,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:37:14+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223714Z_43,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,43,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223714Z_43,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,43,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:37:15+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223715Z_44,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,44,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223715Z_44,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,44,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:37:16+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223716Z_45,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,45,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223716Z_45,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,45,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:37:17+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223717Z_46,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,46,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223717Z_46,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,46,35.0000541,130.01756,0.0,0.0,0.0
2026-02-05T22:37:18+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223718Z_47,http://example.org/stkg/id/platform_BTR-80,KG1_tj_HO_lat_relX_ver1.0_BTR.csv,47,35.0000541,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223718Z_47,http://example.org/stkg/id/platform_BTR80,KG2_tj_HX_lat_relX_relCH1_ver1.0_BTR.csv,47,35.0000541,130.01756,0.0,0.0,0.0
