time,BF_object_C,lat_C,long_C
+2026-02-05T22:40:41Z,BTR80,35.000098696763864,130.0219670015947
+2026-02-05T22:40:42Z,BTR80,35.000105250151314,130.02203947679723
+2026-02-05T22:40:43Z,BTR80,35.00010615944618,130.02214187104968
+2026-02-05T22:40:44Z,BTR80,35.00009631086305,130.02219693804554
+2026-02-05T22:40:45Z,BTR80,35.00009172042941,130.02231361099368
+2026-02-05T22:40:46Z,BTR80,35.00009941369113,130.02240893402472
+2026-02-05T22:40:47Z,BTR80,35.00012552272256,130.0224939124762
+2026-02-05T22:40:48Z,BTR80,35.00011008483734,130.02255362296935
+2026-02-05T22:40:49Z,BTR80,35.00011736069257,130.02264958857114
+2026-02-05T22:40:50Z,BTR80,35.00012604120117,130.02274572689186
+2026-02-05T22:40:51Z,BTR80,35.00011963336898,130.02281566223706
+2026-02-05T22:40:52Z,BTR80,35.000119550859544,130.02290361085906
+2026-02-05T22:40:53Z,BTR80,35.000108860208634,130.02299850222315
+2026-02-05T22:40:54Z,BTR80,35.00009837155275,130.023106391529
+2026-02-05T22:40:55Z,BTR80,35.00011345548132,130.02318387263523
+2026-02-05T22:40:56Z,BTR80,35.0001178426947,130.02325463677593
+2026-02-05T22:40:57Z,BTR80,35.00012151983802,130.02335489170756
+2026-02-05T22:40:58Z,BTR80,35.000101817815484,130.02344910639093
+2026-02-05T22:40:59Z,BTR80,35.00009758987726,130.0235191770494
+2026-02-05T22:41:00Z,BTR80,35.00009951448177,130.02361548908902
+2026-02-05T22:41:01Z,BTR80,35.000101088444055,130.0237217359151
+2026-02-05T22:41:02Z,BTR80,35.00012462871328,130.02380342213706
+2026-02-05T22:41:03Z,BTR80,35.00009609385776,130.023903079827
+2026-02-05T22:41:04Z,BTR80,35.00009523389066,130.02395852997023
+2026-02-05T22:41:05Z,BTR80,35.00011897690962,130.0240778299362
+2026-02-05T22:41:06Z,BTR80,35.00011258387679,130.0241521878422
+2026-02-05T22:41:07Z,BTR80,35.000104897822425,130.02423246584084
+2026-02-05T22:41:08Z,BTR80,35.00012465148798,130.02432369632197
+2026-02-05T22:41:09Z,BTR80,35.00011052945223,130.02441510372347
+2026-02-05T22:41:10Z,BTR80,35.00010689869547,130.02448472092274
+2026-02-05T22:41:11Z,BTR80,35.00012589922077,130.0245923378916
+2026-02-05T22:41:12Z,BTR80,35.00012249817013,130.02466232811858
+2026-02-05T22:41:13Z,BTR80,35.00009608905927,130.02475065940578
+2026-02-05T22:41:14Z,BTR80,35.0001114084119,130.02483938068258
+2026-02-05T22:41:15Z,BTR80,35.00010866140336,130.0249150205744
+2026-02-05T22:41:16Z,BTR80,35.00011522717792,130.0250027661171
+2026-02-05T22:41:17Z,BTR80,35.00010230391151,130.02512668681075
+2026-02-05T22:41:18Z,BTR80,35.000102058590336,130.02521950611904
+2026-02-05T22:41:19Z,BTR80,35.000095786771794,130.02528555187058
+2026-02-05T22:41:20Z,BTR80,35.00009759858369,130.02538212741138
+2026-02-05T22:41:21Z,BTR80,35.00011785025131,130.02544341269402
+2026-02-05T22:41:22Z,BTR80,35.00012281129655,130.0255712934528
+2026-02-05T22:41:23Z,BTR80,35.00012585821659,130.02564038747187
+2026-02-05T22:41:24Z,BTR80,35.00010308733491,130.02570742226385
+2026-02-05T22:41:25Z,BTR80,35.000126059627085,130.02582394975616
+2026-02-05T22:41:26Z,BTR80,35.00009970423806,130.02589358350454
+2026-02-05T22:41:27Z,BTR80,35.00010105106825,130.02599660025857
+2026-02-05T22:41:28Z,BTR80,35.00010826846183,130.0260556199767
+2026-02-05T22:41:29Z,BTR80,35.000100483769025,130.02617567026132
+2026-02-05T22:41:30Z,BTR80,35.00009123620427,130.0262360720709
+2026-02-05T22:41:31Z,BTR80,35.000120092127474,130.02632972540252
+2026-02-05T22:41:32Z,BTR80,35.00011249203168,130.0264303718476
+2026-02-05T22:41:33Z,BTR80,35.0001235380718,130.02649581663232
+2026-02-05T22:41:34Z,BTR80,35.00009836235644,130.02659721853752
+2026-02-05T22:41:35Z,BTR80,35.00010396668582,130.02670694326133
+2026-02-05T22:41:36Z,BTR80,35.000106944089794,130.02678550371348
+2026-02-05T22:41:37Z,BTR80,35.000091101623,130.02684489099244
+2026-02-05T22:41:38Z,BTR80,35.000091458206754,130.02694810432044
+2026-02-05T22:41:39Z,BTR80,35.00011122319183,130.0270486673356
+2026-02-05T22:41:40Z,BTR80,35.00012172035499,130.0271490921938
+2026-02-05T22:41:41Z,BTR80,35.00011753510798,130.02720193236334
+2026-02-05T22:41:42Z,BTR80,35.000102893445465,130.02731184544305
+2026-02-05T22:41:43Z,BTR80,35.00010720095561,130.02737185559906
+2026-02-05T22:41:44Z,BTR80,35.0001111252469,130.0274753678221
+2026-02-05T22:41:45Z,BTR80,35.00010942429165,130.0275554717014
