time,kg1_obs_uri,kg1_entity,kg1_source_file,kg1_source_row,kg1_lat,kg1_long,kg2_obs_uri,kg2_entity,kg2_source_file,kg2_source_row,kg2_lat,kg2_long,lat_diff,long_diff,distance_score
2026-02-05T22:36:37+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223637Z_6,http://example.org/stkg/id/platform_BTR-80,KG1_HO_lat_relX_ver2.2.csv,6,35.0001082,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223637Z_6,http://example.org/stkg/id/platform_BTR80,KG2_HX_lat_relX_relCH1_ver2.2_e2_.csv,6,35.0001066039,130.0175577318,1.5960999988351432e-06,2.268200006483312e-06,3.864300005318455e-06
2026-02-05T22:36:38+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223638Z_7,http://example.org/stkg/id/platform_BTR-80,KG1_HO_lat_relX_ver2.2.csv,7,35.0001082,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223638Z_7,http://example.org/stkg/id/platform_BTR80,KG2_HX_lat_relX_relCH1_ver2.2_e2_.csv,7,35.0001007207,130.0175643517,7.4793000024442335e-06,4.351699999460834e-06,1.1831000001905068e-05
2026-02-05T22:36:39+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223639Z_8,http://example.org/stkg/id/platform_BTR-80,KG1_HO_lat_relX_ver2.2.csv,8,35.0001082,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223639Z_8,http://example.org/stkg/id/platform_BTR80,KG2_HX_lat_relX_relCH1_ver2.2_e2_.csv,8,35.0001033485,130.0175589553,4.851500001734621e-06,1.0447000136082352e-06,5.896200015342856e-06
2026-02-05T22:36:47+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223647Z_16,http://example.org/stkg/id/platform_BTR-80,KG1_HO_lat_relX_ver2.2.csv,16,35.0001082,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223647Z_16,http://example.org/stkg/id/platform_BTR80,KG2_HX_lat_relX_relCH1_ver2.2_e2_.csv,16,35.0001098121,130.0175608423,1.6121000001589891e-06,8.423000110724388e-07,2.454400011231428e-06
2026-02-05T22:36:58+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223658Z_27,http://example.org/stkg/id/platform_BTR-80,KG1_HO_lat_relX_ver2.2.csv,27,35.0001082,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223658Z_27,http://example.org/stkg/id/platform_BTR80,KG2_HX_lat_relX_relCH1_ver2.2_e2_.csv,27,35.0001137021,130.0175673319,5.502100002274801e-06,7.331900008011871e-06,1.2834000010286672e-05
2026-02-05T22:37:10+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223710Z_39,http://example.org/stkg/id/platform_BTR-80,KG1_HO_lat_relX_ver2.2.csv,39,35.0001082,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223710Z_39,http://example.org/stkg/id/platform_BTR80,KG2_HX_lat_relX_relCH1_ver2.2_e2_.csv,39,35.0001030653,130.0175553916,5.134699996744985e-06,4.608399990502221e-06,9.743099987247206e-06
2026-02-05T22:37:19+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223719Z_48,http://example.org/stkg/id/platform_BTR-80,KG1_HO_lat_relX_ver2.2.csv,48,35.0001082,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223719Z_48,http://example.org/stkg/id/platform_BTR80,KG2_HX_lat_relX_relCH1_ver2.2_e2_.csv,48,35.000110212,130.0175635725,2.0120000030487972e-06,3.572499991832956e-06,5.584499994881753e-06
2026-02-05T22:37:20+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223720Z_49,http://example.org/stkg/id/platform_BTR-80,KG1_HO_lat_relX_ver2.2.csv,49,35.0001082,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223720Z_49,http://example.org/stkg/id/platform_BTR80,KG2_HX_lat_relX_relCH1_ver2.2_e2_.csv,49,35.0000996065,130.0175624152,8.593499998710286e-06,2.4151999866717233e-06,1.1008699985382009e-05
2026-02-05T22:37:28+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223728Z_57,http://example.org/stkg/id/platform_BTR-80,KG1_HO_lat_relX_ver2.2.csv,57,35.0001082,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223728Z_57,http://example.org/stkg/id/platform_BTR80,KG2_HX_lat_relX_relCH1_ver2.2_e2_.csv,57,35.0001093392,130.0175619375,1.139200001887275e-06,1.93750000221371e-06,3.076700004100985e-06
2026-02-05T22:37:31+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223731Z_60,http://example.org/stkg/id/platform_BTR-80,KG1_HO_lat_relX_ver2.2.csv,60,35.0001082,130.01756,http://example.org/stkg/id/obs_pos_BTR80_20260205T223731Z_60,http://example.org/stkg/id/platform_BTR80,KG2_HX_lat_relX_relCH1_ver2.2_e2_.csv,60,35.0000996264,130.0175507708,8.573599998840109e-06,9.229200003346705e-06,1.7802800002186814e-05
