time,kg1_obs_uri,kg1_entity,kg1_source_file,kg1_source_row,kg1_lat,kg1_long,kg2_obs_uri,kg2_entity,kg2_source_file,kg2_source_row,kg2_lat,kg2_long,lat_diff,long_diff,distance_score
2026-02-05T22:36:32+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223632Z_1,http://example.org/stkg/id/platform_BTR-80,KG1_HO_lat_relX_ver2.2.csv,1,35.0001082,130.01756,http://example.org/stkg/id/obs_pos_Platform_A_20260205T223632Z_1,http://example.org/stkg/id/platform_Platform_A,KG2_HX_lat_relX_relCH1_ver2.2_e2.csv,1,35.0001098178,130.0175686586,1.617800002406966e-06,8.6585999952149e-06,1.0276399997621866e-05
2026-02-05T22:36:53+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223653Z_22,http://example.org/stkg/id/platform_BTR-80,KG1_HO_lat_relX_ver2.2.csv,22,35.0001082,130.01756,http://example.org/stkg/id/obs_pos_Platform_A_20260205T223653Z_22,http://example.org/stkg/id/platform_Platform_A,KG2_HX_lat_relX_relCH1_ver2.2_e2.csv,22,35.0001149952,130.017569978,6.795200000908608e-06,9.978000008459276e-06,1.6773200009367883e-05
2026-02-05T22:37:08+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223708Z_37,http://example.org/stkg/id/platform_BTR-80,KG1_HO_lat_relX_ver2.2.csv,37,35.0001082,130.01756,http://example.org/stkg/id/obs_pos_Platform_A_20260205T223708Z_37,http://example.org/stkg/id/platform_Platform_A,KG2_HX_lat_relX_relCH1_ver2.2_e2.csv,37,35.0001029001,130.0175499138,5.299899996202839e-06,1.0086200006753643e-05,1.5386100002956482e-05
2026-02-05T22:37:09+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223709Z_38,http://example.org/stkg/id/platform_BTR-80,KG1_HO_lat_relX_ver2.2.csv,38,35.0001082,130.01756,http://example.org/stkg/id/obs_pos_Platform_A_20260205T223709Z_38,http://example.org/stkg/id/platform_Platform_A,KG2_HX_lat_relX_relCH1_ver2.2_e2.csv,38,35.0001108541,130.0175515969,2.6541000011093274e-06,8.403099997167374e-06,1.1057199998276701e-05
2026-02-05T22:37:13+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223713Z_42,http://example.org/stkg/id/platform_BTR-80,KG1_HO_lat_relX_ver2.2.csv,42,35.0001082,130.01756,http://example.org/stkg/id/obs_pos_Platform_A_20260205T223713Z_42,http://example.org/stkg/id/platform_Platform_A,KG2_HX_lat_relX_relCH1_ver2.2_e2.csv,42,35.0001114195,130.017565674,3.2195000017054554e-06,5.673999993405232e-06,8.893499995110687e-06
2026-02-05T22:37:15+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223715Z_44,http://example.org/stkg/id/platform_BTR-80,KG1_HO_lat_relX_ver2.2.csv,44,35.0001082,130.01756,http://example.org/stkg/id/obs_pos_Platform_A_20260205T223715Z_44,http://example.org/stkg/id/platform_Platform_A,KG2_HX_lat_relX_relCH1_ver2.2_e2.csv,44,35.0001098243,130.0175608518,1.624299997615708e-06,8.517999958712608e-07,2.4760999934869687e-06
2026-02-05T22:37:16+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223716Z_45,http://example.org/stkg/id/platform_BTR-80,KG1_HO_lat_relX_ver2.2.csv,45,35.0001082,130.01756,http://example.org/stkg/id/obs_pos_Platform_A_20260205T223716Z_45,http://example.org/stkg/id/platform_Platform_A,KG2_HX_lat_relX_relCH1_ver2.2_e2.csv,45,35.000103796,130.0175654984,4.404000002011799e-06,5.49839998598145e-06,9.902399987993249e-06
2026-02-05T22:37:21+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223721Z_50,http://example.org/stkg/id/platform_BTR-80,KG1_HO_lat_relX_ver2.2.csv,50,35.0001082,130.01756,http://example.org/stkg/id/obs_pos_Platform_A_20260205T223721Z_50,http://example.org/stkg/id/platform_Platform_A,KG2_HX_lat_relX_relCH1_ver2.2_e2.csv,50,35.0001143198,130.0175642829,6.119799998316466e-06,4.2828999937682966e-06,1.0402699992084763e-05
2026-02-05T22:37:25+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223725Z_54,http://example.org/stkg/id/platform_BTR-80,KG1_HO_lat_relX_ver2.2.csv,54,35.0001082,130.01756,http://example.org/stkg/id/obs_pos_Platform_A_20260205T223725Z_54,http://example.org/stkg/id/platform_Platform_A,KG2_HX_lat_relX_relCH1_ver2.2_e2.csv,54,35.00010654,130.0175593006,1.660000002345896e-06,6.994000045779103e-07,2.3594000069238064e-06
2026-02-05T22:37:26+00:00,http://example.org/stkg/id/obs_pos_BTR-80_20260205T223726Z_55,http://example.org/stkg/id/platform_BTR-80,KG1_HO_lat_relX_ver2.2.csv,55,35.0001082,130.01756,http://example.org/stkg/id/obs_pos_Platform_A_20260205T223726Z_55,http://example.org/stkg/id/platform_Platform_A,KG2_HX_lat_relX_relCH1_ver2.2_e2.csv,55,35.0001092991,130.0175551925,1.0990999967930293e-06,4.807500005199472e-06,5.906600001992501e-06
