http://example.org/stkg/id/obs_pos_Platform_A_20260205T223632Z_1	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://example.org/stkg/id/PositionObservation
http://example.org/stkg/id/obs_pos_Platform_A_20260205T223632Z_1	http://example.org/stkg/observedEntity	http://example.org/stkg/id/platform_Platform_A
http://example.org/stkg/id/obs_pos_Platform_A_20260205T223632Z_1	http://example.org/stkg/time	"2026-02-05T22:36:32Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
http://example.org/stkg/id/obs_pos_Platform_A_20260205T223632Z_1	http://www.w3.org/2003/01/geo/wgs84_pos#lat	"35.0000428677"^^<http://www.w3.org/2001/XMLSchema#decimal>
http://example.org/stkg/id/obs_pos_Platform_A_20260205T223632Z_1	http://www.w3.org/2003/01/geo/wgs84_pos#long	"130.0175634406"^^<http://www.w3.org/2001/XMLSchema#decimal>
http://example.org/stkg/id/obs_pos_K2BlackPanther_20260205T223632Z_1	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://example.org/stkg/id/PositionObservation
http://example.org/stkg/id/obs_pos_K2BlackPanther_20260205T223632Z_1	http://example.org/stkg/observedEntity	http://example.org/stkg/id/platform_K2BlackPanther
http://example.org/stkg/id/obs_pos_K2BlackPanther_20260205T223632Z_1	http://example.org/stkg/time	"2026-02-05T22:36:32Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
http://example.org/stkg/id/obs_pos_K2BlackPanther_20260205T223632Z_1	http://www.w3.org/2003/01/geo/wgs84_pos#lat	"35.0000162698"^^<http://www.w3.org/2001/XMLSchema#decimal>
http://example.org/stkg/id/obs_pos_K2BlackPanther_20260205T223632Z_1	http://www.w3.org/2003/01/geo/wgs84_pos#long	"130.0272121405"^^<http://www.w3.org/2001/XMLSchema#decimal>
http://example.org/stkg/id/obs_pos_T90_20260205T223632Z_1	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://example.org/stkg/id/PositionObservation
http://example.org/stkg/id/obs_pos_T90_20260205T223632Z_1	http://example.org/stkg/observedEntity	http://example.org/stkg/id/platform_T90
http://example.org/stkg/id/obs_pos_T90_20260205T223632Z_1	http://example.org/stkg/time	"2026-02-05T22:36:32Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
http://example.org/stkg/id/obs_pos_T90_20260205T223632Z_1	http://www.w3.org/2003/01/geo/wgs84_pos#lat	"35.0001558723"^^<http://www.w3.org/2001/XMLSchema#decimal>
http://example.org/stkg/id/obs_pos_T90_20260205T223632Z_1	http://www.w3.org/2003/01/geo/wgs84_pos#long	"130.0368712108"^^<http://www.w3.org/2001/XMLSchema#decimal>
http://example.org/stkg/id/obs_pos_Platform_A_20260205T223633Z_2	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://example.org/stkg/id/PositionObservation
http://example.org/stkg/id/obs_pos_Platform_A_20260205T223633Z_2	http://example.org/stkg/observedEntity	http://example.org/stkg/id/platform_Platform_A
http://example.org/stkg/id/obs_pos_Platform_A_20260205T223633Z_2	http://example.org/stkg/time	"2026-02-05T22:36:33Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
http://example.org/stkg/id/obs_pos_Platform_A_20260205T223633Z_2	http://www.w3.org/2003/01/geo/wgs84_pos#lat	"35.000067368"^^<http://www.w3.org/2001/XMLSchema#decimal>
http://example.org/stkg/id/obs_pos_Platform_A_20260205T223633Z_2	http://www.w3.org/2003/01/geo/wgs84_pos#long	"130.0175629471"^^<http://www.w3.org/2001/XMLSchema#decimal>
http://example.org/stkg/id/obs_pos_K2BlackPanther_20260205T223633Z_2	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://example.org/stkg/id/PositionObservation
http://example.org/stkg/id/obs_pos_K2BlackPanther_20260205T223633Z_2	http://example.org/stkg/observedEntity	http://example.org/stkg/id/platform_K2BlackPanther
http://example.org/stkg/id/obs_pos_K2BlackPanther_20260205T223633Z_2	http://example.org/stkg/time	"2026-02-05T22:36:33Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
http://example.org/stkg/id/obs_pos_K2BlackPanther_20260205T223633Z_2	http://www.w3.org/2003/01/geo/wgs84_pos#lat	"35.0000314677"^^<http://www.w3.org/2001/XMLSchema#decimal>
http://example.org/stkg/id/obs_pos_K2BlackPanther_20260205T223633Z_2	http://www.w3.org/2003/01/geo/wgs84_pos#long	"130.0272303832"^^<http://www.w3.org/2001/XMLSchema#decimal>
http://example.org/stkg/id/obs_pos_T90_20260205T223633Z_2	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://example.org/stkg/id/PositionObservation
http://example.org/stkg/id/obs_pos_T90_20260205T223633Z_2	http://example.org/stkg/observedEntity	http://example.org/stkg/id/platform_T90
http://example.org/stkg/id/obs_pos_T90_20260205T223633Z_2	http://example.org/stkg/time	"2026-02-05T22:36:33Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
http://example.org/stkg/id/obs_pos_T90_20260205T223633Z_2	http://www.w3.org/2003/01/geo/wgs84_pos#lat	"35.0001766969"^^<http://www.w3.org/2001/XMLSchema#decimal>
http://example.org/stkg/id/obs_pos_T90_20260205T223633Z_2	http://www.w3.org/2003/01/geo/wgs84_pos#long	"130.0368151453"^^<http://www.w3.org/2001/XMLSchema#decimal>
